record_id,base_id,id,file_name,title,author,date,print_run,typography_name,production_method,original_language,text_language,is_translation,note,has_text,record_type,text_word_count,text_char_count_with_spaces,text_char_count_without_spaces,source,text
1,1,1,lclc-n001-LKP_Vidienas_org_LKJS_Vidienas_org-5000-[1934-01-11…].txt,"LKP un LKJS Vidienas organizācijas lapiņa par darbaļaužu smago stāvokli kapitālistiskajās zemēs, ar aicinājumu darbaļaudīm organizēties cīņai par savām ekonomiskajām un politiskajām prasībām, par Padomju Latviju",LKP Vidienas organizācija un LKJS Vidienas organizācija,[1934-01-11…],5000,Spartaks,typographic,Latvian,Latvian,False,,TRUE,text,466,3486,3007,"Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 9–10.","Bez cīņas nav uzvaras! Vienotā revolucionārā frontē!
DARBU UN MAIZI! BRĪVĪBU UN VAĻU!
Jau piektā krīzes ziema. Bezdarbs un bads. Miljoniem cilvēku mirst bada nāvē vai, bada spiesti, dodas pašnāvībā. Bet tanī pat laikā spīķeri pilni ar visdažādākām pārtikas vielām. Vēl vairāk. Tās sagāž jūrā un atdod uguns liesmām. Lai runā fakti. Bostonas palīdzības komiteja publicē, ka pagājušā gadā kapitālistiskās valstīs bada nāvē miruši un, bada spiesti, izdarījuši pašnāvību 3,6 milj. cilvēku. Turpretim, lai uzturētu un paceltu preču cenas, iznīcināti 2,5 milj. kg cukura, 1,4 milj. kg gaļas, 267 500 maisu kafijas, 400 000 vagonu labības un 144 000 vagonu rīsa. Protams, šie skaitļi nav pilnīgi. Tie nāk no iestādes, kura nav ieinteresēta visā kailumā atklāt kapitālistiskās sistēmas slepkavas seju. Taču arī tas pats mazumiņš runā ļoti skaidru valodu.
Bet būs maldīgi, ja domāsiet, ka tas tā tikai citās zemēs. Tikpat liels bezdarba un bada posts ir arī Latvijā. Bet, kā citur, arī te tiek pieliktas visas pūles, lai šo postu «likvidētu». Šinī sakarībā tautas labklājības ministrs izdevis jaunus bezdarbnieku reģistrācijas noteikumus. Un proti: 1) bezdarbniekus reģistrē tikai tad, ja izbeigti lauku darbi un tad tikai atsevišķās vietās; 2) reģistrēšanās tiesības ir tikai tiem, kuri pēdējo divu gadu laikā nodzīvojuši attiecīgā pilsētā vismaz vienu gadu; 3) reģistrē tikai ģimeņu galvas; 4) no bezdarbniekiem strīpo kuru katru, kas nav spējīgs vai negrib par dažiem desmit santīmiem dienā salt mežā vai grants rakšanas darbos, kā arī tos, kas negrib ļauties sevi nodot verdzībā lauku budžiem. Taču šāda bezdarba un posta «likvidēšana» ir darbaļaužu izsmiekls. Izsmiekls un buržuāzijas nevarība kapitālistiskās sistēmas rāmjos likvidēt šai sistēmai piemītošās pretrunas.
Ko darīt?
Nav vairs divu domu, ja jūs, bezdarba un bada postam pakļautie Latvijas darbaļaudis, negribat sevi atdot pamazām bada nāvei, jums jāgatavojas cīņai. Grūtai un neatlaidīgai revolucionārai cīņai. Jums jāsatriec kapitālistiskā sistēma, tā sistēma, kura ar savām iekšējām pretrunām gulstas uz jūsu darba cilvēku pleciem. Bet, lai to veiktu, jums jau šodien jācīnās pret ikkatru buržuāzijas uzbrukumu, reizē norobežojoties no sociāldemokrātu līderu nodevīgās politikas, kura nesola neko citu kā to pašu fašisma asiņaino slaktūzi, kurp tā sistemātiski visus šos gadus ievadīja Vācijas un Austrijas darbaļaudis. Pastāvot bezdarbam, neatliekot ne minūti, jums jāorganizējas bezdarbnieku grupās. Tas jādara visur: biržās, sabiedriskos darbos, lauku pagastos, dzīves vietās. Dariet to kopā ar sociāldemokrātu strādniekiem. Izvēliet bezdarbnieku komitejas, cīnieties par savu vēlēto orgānu atzīšanu un legalizēšanu. Sasauciet bezdarbnieku masu sapulces un konferences. Apspriediet tur bezdarbnieku stāvokli un prasības un organizējiet revolucionāru uzstāšanos. Organizējiet labi sagatavotus ekonomiskus un politiskus streikus sabiedrisko darbu vietās. Gatavojieties uz visas Latvijas bezdarbnieku dienu. Neļaujiet valdībai ar policiju un špikiem izrēķināties ar revolucionāriem cīnītājiem, kas organizē un vada bezdarbnieku uzstāšanos. Organizējiet stipras pašaizsardzības grupas. Meklējiet sakarus ar nelegālo Komunistisko partiju un komunistisko jaunatni.
Par darbu un maizi!
Par brīvību un varu!
Pret fašismu un sociālnodevējiem!
Pret buržuāzijas diktatūru!
Par proletariāta diktatūru!
Par Padomju Latviju!

Latvijas Komunistiskās partijas un Latvijas Komunistiskās jaunatnes savienības Vidienas organizācijas izdevums"
2,2,2,lclc-n002-LKP_soldiers_org-1500-[1934-01-11…].txt,No LKP kareivju organizācijas lapiņas ar kareivju prasībām un aicinājumu izdienējušiem kareivjiem kopā ar revolucionāro strādniecību cīnīties par padomju varu Latvijā,LKP kareivju organizācija,[1934-01-11…],1500,Spartaks,rotator,Latvian,Latvian,False,,TRUE,text,314,2418,2092,"Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 11–12.","Bez cīņas nav uzvaras! Visu zemju proletārieši, savienojieties!
VISIEM DARBA KAREIVJIEM!
Biedri kareivji! Latvijas saimniecību krīze ir novedusi galīgā sabrukumā. Darbaļaužu lielākā daļa atrodas trūkumā un badā. Bezdarbnieku armija pilsētās un uz laukiem pārsniedz 160 tūkstoš cilvēku. Darbaļaudis mostas pret verdzisko kapitālisma iekārtu. Valdība... vajā revolucionāro strādniecību un rosīgi gatavo asiņaino fašisma diktatūru. Zemnieku savienības satversmes grozīšanas projekts ar «labojumiem» tiks pieņemts.
Latvijas buržuāzija ciešā sadarbībā ar kaimiņvalstīm, zem Anglijas un Vācijas vadības, gatavojas karam pret Padomju republiku. Baltijas valstu blokā tiek iesaistīta arī Zviedrija. Ārlietu ministrs Salnais brauc uz Vāciju saņemt instrukcijas un uz Zviedriju un Somiju — apspriesties. Igaunijas un Latvijas ģenerāļi aicina tautu pabalstīt bruņošanos. Kara briesmas ir vistuvāk kā jebkad.
Darba kareivji! Arī armijas fašizācijai piegriež nopietnu vērību. Virsnieki atklāti slavina «stingro varu». Kareivjus — fašisma piekritējus visādi atbalsta. Par mazāko pretrunu un niecīgu pārkāpumu mūs bargi soda. Slikti tiekam ārstēti, dod sliktu ēdienu utt.
Uzstādīsim mūsu ikdienišķās prasības un pieprasīsim to izpildīšanu. Neizpildīšanas gadījumā atteiksimies izpildīt pavēles.
Biedri, mēs tak dienam «tēvijas» labā vairāk kā 11 mēnešus. Ko mums dod Latvijas «demokrātija»? Mūsu vecāki, brāļi un māsas cieš trūkumu un badu. Pēc armijas arī mēs būsim bez darba un maizes. Iepriekš atstāt armiju, organizēsimies un pieprasīsim no pulka priekšniecības izpildīt sekojošas mūsu prasības:
1. Armiju atstājot, izsniegt katram vienreizēju naudas pabalstu no 50 līdz 75 latiem.
2. Izsniegt jauno civilo apģērbu un apavus.
3. Izdienējušus kareivjus nekavējoši apgādāt ar darbu.
4. Armiju atstājot, apgādāt uz vairākām dienām ar pārtiku.
5. Trūcīgo kareivju ģimenes atsvabināt no nodokļiem un no valsts apgādāt ar pārtiku, malku u. c. Pārbraucot mājās, cīnīsimies plecu pie pleca kopā ar revolucionāriem strādniekiem!
Iesim zem Kompartijas vadības pret fašismu un karu, par padomju varu. Padomju valdība visiem darbaļaudīm nodrošinās patiesās biedrošanās, preses, sapulču u. c. politiskās brīvības. Atjaunos rūpniecību, un visiem būs darbs. Darba zemniecībai tiks atlaisti visi parādi, nodrošinās ar zemi un inventāru.
Lai dzīvo strādnieku, darba zemnieku un kareivju vienotā fronte pret fašismu! ...

LKP kareivju organizācija"
3,3,3,lclc-n003-SP_CK-unk-[…1934-01-21].txt,"Latvijas Sarkanās Palīdzības CK lapiņa, kas veltīta V. I. Ļeņina, K. Lībknehta un R. Luksemburgas piemiņai, ar aicinājumu darbaļaudīm cīnīties pret fašisma draudiem un palīdzēt politieslodzītajiem",Latvijas Sarkanās Palīdzības CK,[…1934-01-21],unk,«Sarkanās Palīdzības» spiestuve,rotator,Latvian,Latvian,False,,TRUE,text,742,5552,4807,"Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 12–14.","[Visu zemju proletārieši, savienojieties!]
BIEDRI, LATVIJAS DARBAĻAUDIS!
1934. g. 21. janvārī paiet 10 gadi kopš lielākā krievu proletariāta vadoņa Ļeņina nāves dienas. Ļeņina vadībā krievu proletariāts uzvarēja Oktobra revolūcijā. Viņš iemācīja proletariātam, kā saņemt varu savās rokās un kā viņu noturēt un nostiprināt, viņš parādīja Krievijas darbaļaudīm ceļu uz sociālismu un sociālistisko celtniecību.
Kaut gan ģeniālais starptautiskā proletariāta vadonis ir miris, tomēr viņa uzsāktais darbs tiek turpināts: pirmā piecgade sociālistiskā celtniecībā ir nobeigta un iesākta jau otrā piecgade Padomju Savienība, viena sestā daļa no zemeslodes, ir vienīgā zeme, kur nav bezdarba, krīzes, vienīgā zeme, kur darbaļaužu sociālais un kulturālais līmenis strauji aug.
Turpretim visās kapitālistiskajās zemēs, kā arī Latvijā krīze ar katru dienu vairāk padziļinās, plašās darbaļaužu masās un sīkpilsonībā trūkums un posts aug arvienu lielāks, aug arī līdz ar to nemiers un neapmierinātība, kas apdraud buržuāzijas varu. Buržuāzija, lai noturētu varu savās rokās, ieved fašistisko diktatūru, lai plašo masu nemieru apslāpētu ar balto teroru. Vienīgo izeju no krīzes buržuāzija redz jaunā asiņainā pasaules karā.
1934. g. 15. janvārī paiet 15 gadi, kad zvēriski tika noslepkavoti Vācijas proletāriskie vadoņi Kārlis Lībknehts un Roza Luksemburga. Viņi krita no Vācijas s.-d. līdera Noskes rokaspuišu rokām. Arī tagad katru dienu Vācijā tiek slepkavoti strādnieki, kuri turpina Kārļa Lībknehta un Rozas Luksemburgas uzsākto darbu. Tikai starpība ir tā, ka tagad darbaļaužu slepkavošanu izdara nevis s.-d. līderu Šeidemaņa-Eberta, Noskes rokaspuiši, kas 1919. g. paspēja noslepkavot 20 tūkstošus strādnieku un matrožu, 1921.—1923. g. arī krita no tām pašām rokām milzums strādnieku, bet tagad to izdara Gēringa-Hitlera un s.-d. ielikteņa Hindenburga bendes.
Tā pati Vācijas s.-d. partija, kas lika noslepkavot Vācijas proletariāta vadoņus Kārli Lībknehtu un Rozu Luksemburgu, vezdama «mazākā ļaunuma» politiku, nodeva Vācijas proletariātu asiņainā Hitlera terora varā.
Vācijas Sarkanā Palīdzība tiek vajāta, tāpat kā pārējās strādnieku revolucionārās organizācijas Vācijā. Viņas aktīvākie biedri ir tūkstošiem sabāzti cietumos un koncentrācijas nometnēs, tomēr Vācijas Sarkanā Palīdzība izpilda savu pienākumu pret asiņainā fašisma terora upuriem.
Vācijas cietumos un koncentrācijas nometnēs ir ieslodzīti desmitiem tūkstoši strādniecības cīnītāju. Hitlera asiņainā valdība var lepoties ar 50 nāves sodiem, kuru skaits ar katru dienu aug. Desmitiem tūkstošu vidējo slāņu, inteliģencei ir ņemta iespēja dzīvot. Ebreju vajāšanas, desmiti tūkstoši, kuri savas pārliecības dēļ ir dabūjuši emigrēt, zinātnisko vērtību iznīcināšana — tāda ir hitleriešu valdīšanas 10 mēnešu bilance.
Bet Vācijas proletariāts un visi antifašistiskie darbaļaudis nav aizmirsuši Kārli Lībknehtu un Rozu Luksemburgu, viņi, neskatoties uz šausmīgo teroru, revolucionāro organizāciju vadībā turpina cīņu.
Pieminot mūsu mirušos proletariāta vadoņus, mēs nedrīkstam aizmirst fašistu noslepkavotos upurus Bulgārijā, Polijā, Indoķīnā, Ķīnā u. c. koloniju zemēs.
Biedri Latvijas darbaļaudis! Arī pie mums trako fašistu terors. Latvijas cietumi līdz pēdējai iespējai ir pārpildīti ar revolucionāriem strādniekiem, priekš viņiem un arī pārējiem neapmierinātiem tika ievests važu režīms, ar ko varētu pat lepoties bijusī cara valdība. Strādnieku-zemnieku vēlēto pārstāvju apcietināšana ir arī solis tuvāk atklātai fašistiskai diktatūrai, arī 3 strādnieku noslepkavošana: — Gaiļa, Smiltēna, Levina — ir mūsmāju fašistu roku darbs. Lai varētu noslepkavot daudz plašākos apmēros Latvijas bezdarbā un badā novārdzinātos strādniekus, buržuāzija nodibināja atklātas fašistu bandas, kā «Pērkoņkrustu», leģionārus, karlsoniešus. Lai maldinātu Latvijas darba tautu, buržuāzija rāda, it kā viņa vestu cīņu ar atklātam fašistu bandām, jo Latvijas darba tauta viņās redz vācu baronu rokaspuišus.
Katrs daudzmaz apzinīgs Latvijas darba cilvēks saprot, ka Latvijas buržuāzija strauji soļo Hitlera pēdās, bet ko dara tie, kas saucas arī par strādniecības aizstāvjiem. Arī viņi ir gājuši un iet tos pašus ceļus, ko Vācijas un pārējo zemju s.-d. līderi.
1919. g. viņi nebija vis revolucionāro strādnieku rindās, bet kopā ar Latvijas buržuāziju un vācu baronu karaspēku — landesvēru. Tātad savu kolēģu Noskes-Šeidemaņa pēdās.
Arī tagad mūsu balamutes menderi-buševici tālāk par tukšo draudēšanu ar ģenerālstreiku netiek un arī netiks, jo viņi tak nevar neko Latvijas strādniecībai parādīt, ko konkrētu viņi ir darījuši fašisma uzbrukuma gadījumos, kā važu likuma, strādnieku-zemnieku [saeimas] frakcijas aresta utt. gadījumos.
Latvijas s.-d. līderi var uzrādīt savos darbos, ka progresīvo sodu režīmu cietumos, kara lauka tiesas, ko viņi ieveda it kā priekš fašistiem, bet izbaudīt tos dabūja revolucionārā strādniecība.
Latvijas darba tauta! Vislabākā piemiņa proletariāta mirušiem vadoņiem būs asa un nesaudzīga cīņa pret Latvijas un arī citu zemju fašismu.
Atbalstiet morāliski un materiāli Latvijas u. c. zemju fašisma upurus!
Visreālāko atbalstu jūs viņiem sniegsiet, stājoties Latvijas Sarkanās Palīdzības rindās.
Katrs santīms, ko jūs ziedosiet, ir cīņa pret balto teroru!
Nost intervences gatavotājus pret SPRS!
Lai dzīvo strādnieku-zemnieku valsts Padomju Savienība!
Nost s.-d. līderus, fašistu sulaiņus!
Nost atklātos fašistus, strādniecības slepkavotājus!
Nost maskotos fašistus, bļodniekus, ulmaņus, kas Latvijas darba tautu grib pārdot Hitlera baroniem!

Latvijas Sarkanās Palīdzības Centrālā Komiteja"
4,4,4a,lclc-n004a-LKP_CK-3000-[…1934-01-30].txt,LKP CK aicinājums bezdarbniekiem organizēties cīņai par ekonomiskā un tiesiskā stāvokļa uzlabošanu,LKP CK,[…1934-01-30],3000,Spartaks,rotator,Latvian,Latvian,False,,TRUE,text_variant,950,7306,6325,"Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 15–17.","Bez cīņas nav uzvaras! Visu zemju proletārieši, savienojieties!
BEZDARBA STRĀDNIEKI PILSĒTĀS UN UZ LAUKIEM BEZDARBA INTELIĢENCE!
BIEDRI!
Neklausiet meliem par krīzes un bezdarba izbeigšanos! Latvijas pilsētās un laukos ir desmitiem tūkstošu bezdarbnieku, kopā ar ģimenes locekļiem vairāki tūkstoši cilvēku, kuri dzīvo badā vai pusbadā. To starpā vairāk kā trešā daļa darba jaunatnes un 8—9000 inteliģentu. Trekna un bagāta dzīve ir tikai fabrikantiem, tirgotājiem, pelēčiem, spiegiem un ministriem, s.-d. un fašistu līderiem! Turpretim buržuāzija un visas viņas partijas līdz ar sociāldemokrātiem 15 gados un sevišķi krīzes piektā gada ziemā pierāda, ka viņi nav bijuši, nav un nebūs spējīgi nodrošināt darbu un maizi Latvijas strādniekiem. Viss, ko tie solījuši, ir bijis meli un viltus. Īstenība — pirmskara lielās fabrikas drupās, pustukšas ostas un dzelzceļi. Īstenība — tūkstošiem kvalificēto Latvijas strādnieku sadzīti purvos, mežos, kūdras un kanālu rakšanas darbos — pie spaidu darbiem. Īstenība — terors, izslēgšana no sarakstiem, neganti meli par bezdarbnieku it kā rijīgumu utt. Pie jums lien fašisti, karlsonieši, demcentristi, Zemnieku savienība ar satversmes grozīšanām. Neticiet, ka tie nesīšot atdzimšanu, darbu un maizi. Viņi grib uzsēdināt jums uz kakla hitleriešus un baronus. Tie grib uzsākt intervenci pret Padomju Savienību. Nost ar tiem! Vienīgi padomju vara ir spējusi iznīcināt bezdarbu. Tikai sociālisms ir spējis dot darbu un maizi. Tur rūpniecība tagad četrreiz lielāka kā pirms kara. Ja arī Latvijā būtu padomju vara, tad mums būtu pirmskara 120000 strādnieku vietā nodarbināts vismaz 300 000. Būtu pilna darba visās agrākās fabrikās. un klāt desmitām jaunas. Tikai Komunistiskā partija un padomju vara, tikai proletāriskā revolūcija spēs satriekt buržuāzijas diktatūru, vergu darbus un nodrošināt darbu, maizi un brīvību.
Šis ceļš ir tik skaidrs, ka par to vairs nevar būt šaubu. Latvijas Komunistiskā partija var droši apņemties un apņemas likvidēt bezdarbu un apgādāt ar darbu un maizi visīsākā laikā pēc valsts varas iekarošanas. Fašistu un sociāldemokrātu programma ir meli un krāpšana. Turpretim padomju vara, atņemot buržuāzijai fabrikas, bankas, transportu, ciešā sadarbībā ar pārējo Padomju Republiku Savienību, nevienu brīdi nekavējoties, uzsāks darbus pilnos apmēros visos Latvijas uzņēmumos. Ceļot jaunas fabrikas, dodot darbu Latvijas dzelzceļiem, ostu strādniekiem, jūrniekiem, amatniekiem. Viņai tas pilnīgi pa spēkam. Padomju valdība nekavējoši dos darbu visiem darba spējīgiem un apgādās ar pienācīgu atbalstu visus darba nespējīgos. Tādā kārtā likvidējot uz visiem laikiem bezdarbu, badu un postu. Nost ar šaubām! Nost ar fašistu un sociāldemokrātu demagoģiju. Strādnieku šķiru, visus apspiestos un izsūktos spēj glābt tikai Padomju valdība. Cīņas par to ir bezdarbnieku kustības programmas pamata akmens. Vadoties no tā, kā arī no bezdarbnieku tūlītējām vajadzībām, Latvijas Kompartija aicina noraidīt fašistu un sociāldemokrātu viltus partijas programmas un cīnīties vienotā revolucionārā frontē. Visiem darbaļaudīm, darba jaunatnei!
1. Par visu bezdarbnieku reģistrēšanās ierobežojošo noteikumu «atcelšanu, kategoriju likvidēšanu un visu bezdarbnieku — pieaugušo un darba jauniešu, visu ģimenes locekļu reģistrēšanu kā pilsētā, tā uz laukiem. 2. Par nekavējošu vienreizējo pabalstu izsniegšanu no valsts un pašvaldības līdzekļiem visiem bezdarbniekiem pilsētās un uz laukiem Ls 50 apmērā. 3. Par visu bezdarbnieku atsvabināšanu pilsētās un uz laukiem no īres maksas. Pārtraukt viņu izlikšanu no dzīvokļiem. Apgādāt visus bezdarbniekus ar bezmaksas kurināmo: malku un oglēm, satiksmi, apgaismošanu un pirtīm. 4. Par visu bezdarbnieku [apgādāšanu ar] drēbēm, apaviem, mācības līdzekļiem. 5. Par sabiedrisko ēdnīcu ierīkošanu, bezdarbnieku un viņu ģimenes locekļu bezmaksas ēdināšanu 3 reizes dienā. Šo ēdnīcu pārvaldīšanu nodot pašu bezdarbnieku vēlētu komiteju rokās. 6. Par bezdarbnieku un viņu ģimenes locekļu ārstēšanu un apdrošināšanu slimokasēs uz valsts un uzņēmēju rēķina. 7. Nekavējoši pārtraukt spaidu sūtīšanu spaidu darbos. Nekavējoši uzņemt atpakaļ visus no darba apgādes izslēgtos bezdarbniekus. 8. Nost ar jebkādām birokrātiski ieceltām bezdarbnieku lietu komitejām. Izvēlēt šīs komitejas uz visplašākiem demokrātiskiem pamatiem no pašu bezdarbnieku vidus. Nost ar bezdarbnieku terorizēšanu sabiedrisko darbu vietās. 9. Par darba algas pacelšanu visos sabiedriskos darbos līdz Ls 4 dienā un kārtīgu algas izmaksu. Mēs prasām piemērotu apavu un apģērbu izsniegšanu, apgādāšanu ar labiem un lētiem produktiem, siltiem dzīvokļiem darba vietu tuvumā, stingras darba aizsardzības organizēšanu. 10. Mēs prasām visu strādnieku apdrošināšanu pret bezdarbu uz valsts un uzņēmēju rēķina, atbrīvot visus algas strādniekus no jebkādām iemaksām. Apdrošināšanas lietu vadību nodot pašu strādnieku, strādājošo un bezdarbnieku vēlētu orgānu rokās: kamēr tas nav izvests — izsniedzams pabalsts Ls 3 dienā katram bezdarbniekam, bet nepilnu laiku strādājošiem līdz pilnas algas apmēriem. 11. Pret algu nosišanu strādājošiem, par algas pacelšanu un kārtīgu izmaksu. Par vienādu darbu — vienādu algu. Par 7 stundu darba dienu pieaugušiem, 6 stundas jauniešiem līdz 18 gadiem, nesamazinot darba algu. 12. Pret uzņēmumu slēgšanu! Slēgšanas gadījumā izmaksāt visiem strādniekiem 2 mēnešu algu uz priekšu!
Neklausiet buržuāzijas un viņas sociāldemokrātu melus, ka šai prasību izvešanai nav līdzekļu. Spiegu un policistu uzturēšanai, kara gatavošanai pret SPRS, piemaksām lauksaimniekiem par sviestu, bekonu un labību, aizsargiem, cara pensionāriem un koruptantiem, lūk, tiek tērēts simtiem miljonu latu. Lūk, kur ir līdzekļi. Kurp aiziet nodokļu ceļā izsūktie darba tautas graši. Tāpēc atmetiet padevību un lūgšanos, ko jums māca sociāldemokrāti. Diedelēšanas vietā lai liesmo cīņa uzņēmumos, sabiedrisko darbu vietās, darba biržās, pilsētu un lauku pašvaldībās, sapulcēs, mītiņos un demonstrācijās par šīm prasībām. Biedri bezdarbnieki darba biržās, lauku pagastos un mazpilsētiņās! Visi kopā bez virzienu izšķirības izvēliet bezdarbnieku komitejas, kuras vadīs jūsu cīņu. Sasauciet sapulces, uzstādiet prasības un organizējiet revolucionāru uzstāšanos par tām. Uzņemiet nekavējoties sakarus ar Kompartiju, patrieciet sociālnodevējus, karlsoniešus, pērkoņkrustiešus un visus, kas nodod jūsu intereses. Labi sagatavojiet un organizējiet streikus sabiedrisko darbu vietās, — vienoti un disciplinēti uzstājoties ir iespējams gūt uzvaru. Uzstādiet savas prasības visās pašvaldībās, organizējiet gājienus uz pašvaldībām, pieprasiet tās izvest pilnīgu reģistrāciju un izpildīt jūsu prasības, organizējiet revolucionāras uzstāšanās darba apgādēs pret teroru, pret piespiedu sūtīšanu darbos, pret izslēgšanām. Organizējiet protesta mītiņus un demonstrācijas, pārnesiet savu aktivitāti uz ielas. Nepielaidiet bezdarbnieku izlikšanu no dzīvokļiem. Padzeniet izlicējus. Organizējiet streikus, pašaizsardzības grupas, kas aizsargātu jūsu sapulces un gājienus no policijas un s.-d. līderu rokaspuišu terora. Ikdienas cīņām sagatavojiet uzstāšanās Vislatvijas mērogā. Visu šo cīņu izvediet ciešā vienībā ar strādājošiem biedriem.
Uz cīņu. Pret bezdarba postu un badu!
Par darbu un maizi. Par brīvību un varu! Par Padomju Latviju!

Latvijas Komunistiskās partijas Centrālā Komiteja"
